Genome ID,Genome Name,Assembly Accession,SRA Accession,Geographic Location,Taxon ID,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed,#Organism group,Create date,Location,SNP cluster,BioSample,AMR genotypes,gene_mecA,gene_blaZ,gene_erm,gene_tet,gene_aac6_aph2,gene_fosB,gene_gyrA
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,gentamicin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,methicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,erythromycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,trimethoprim/sulfamethoxazole,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.89, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,vancomycin,,1.0,,1.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 1.00, CI[1.00, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,daptomycin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.93, CI[0.87, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,fusidic acid,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,oxacillin,,4.0,,4.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.86, CI[0.77, 0.95]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,clindamycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,oxacillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,penicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.91, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,ciprofloxacin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,gentamicin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,methicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,erythromycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1144271.3,Staphylococcus aureus subsp. aureus 118,GCA_000259715.1,SRR404118,India: Bangalore,1144271,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,ciprofloxacin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,fusidic acid,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,daptomycin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.93, CI[0.87, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,methicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,trimethoprim/sulfamethoxazole,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.89, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,clindamycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,oxacillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,vancomycin,,1.0,,1.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 1.00, CI[1.00, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,erythromycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,oxacillin,,2.0,,2.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.86, CI[0.77, 0.95]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,gentamicin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,penicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.91, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,ciprofloxacin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,fusidic acid,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,daptomycin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.93, CI[0.87, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,methicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,trimethoprim/sulfamethoxazole,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.89, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,clindamycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,oxacillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,vancomycin,,1.0,,1.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 1.00, CI[1.00, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,erythromycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,oxacillin,,2.0,,2.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.86, CI[0.77, 0.95]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,gentamicin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221451.3,Staphylococcus aureus subsp. aureus 120,GCA_000336335.1,SRR747870,India,1221451,penicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.91, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,ciprofloxacin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,gentamicin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,daptomycin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.93, CI[0.87, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,oxacillin,,2.0,,2.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.86, CI[0.77, 0.95]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,fusidic acid,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,methicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,erythromycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,trimethoprim/sulfamethoxazole,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.89, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,vancomycin,,1.0,,1.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 1.00, CI[1.00, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,oxacillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,clindamycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,penicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.91, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,ciprofloxacin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,gentamicin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.99, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,daptomycin,,0.5,,0.5,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.93, CI[0.87, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,oxacillin,,2.0,,2.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 0.86, CI[0.77, 0.95]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,fusidic acid,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,methicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.99, CI[0.98, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,erythromycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,trimethoprim/sulfamethoxazole,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.89, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,vancomycin,,1.0,,1.0,mg/L,,,,,,,MIC XGBoost Model,202503101,"W1 score: 1.00, CI[1.00, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,oxacillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,clindamycin,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221452.3,Staphylococcus aureus subsp. aureus 333,GCA_000336275.1,SRR747871,India,1221452,penicillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.94, CI[0.91, 0.98]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221453.3,Staphylococcus aureus subsp. aureus 3989,GCA_000336315.1,SRR653212,India,1221453,tetracycline,Susceptible,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 1.00]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221453.3,Staphylococcus aureus subsp. aureus 3989,GCA_000336315.1,SRR653212,India,1221453,cefoxitin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.97, CI[0.96, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221453.3,Staphylococcus aureus subsp. aureus 3989,GCA_000336315.1,SRR653212,India,1221453,erythromycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.98, CI[0.97, 0.99]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221453.3,Staphylococcus aureus subsp. aureus 3989,GCA_000336315.1,SRR653212,India,1221453,daptomycin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.30, CI[-0.26, 0.85]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
1221453.3,Staphylococcus aureus subsp. aureus 3989,GCA_000336315.1,SRR653212,India,1221453,oxacillin,Resistant,,,,,,,,,,,SIR XGBoost Model,202503101,"F1 score: 0.91, CI[0.87, 0.96]",Computational Method,,,,,,,,,0,0,0,0,0,0,0
